external_id,name,date_of_birth,outcome_datetime,age_outcome_days,animal_type,outcome_type,outcome_subtype,sex,is_intact,breed,color
A755271,Tigger,2007-08-03,2017-07-31 16:38:00,3650.0,Cat,Stray,Normal,Male,False,Domestic Shorthair Mix,Brown Tabby
A755272,,2016-07-31,2017-07-31 17:07:00,365.0,Cat,Stray,Normal,Unknown,,Domestic Shorthair Mix,White/Brown Tabby
A755273,,2016-07-31,2017-07-31 17:07:00,365.0,Cat,Stray,Normal,Female,True,Siamese Mix,Silver Lynx Point
A755276,,2010-08-02,2017-07-31 18:01:00,2555.0,Dog,Stray,Normal,Female,True,Pomeranian Mix,Tan
A755278,Roxy,2009-08-02,2017-07-31 18:37:00,2920.0,Dog,Owner Surrender,Normal,Female,False,Rottweiler/German Shepherd,Black/Brown
A755282,,2016-07-31,2017-07-31 20:06:00,365.0,Other,Wildlife,Normal,Unknown,,Bat Mix,Brown
A755283,,2016-07-31,2017-07-31 20:06:00,365.0,Other,Wildlife,Normal,Unknown,,Bat Mix,Brown
A755284,,2016-07-31,2017-07-31 20:06:00,365.0,Other,Wildlife,Normal,Unknown,,Bat Mix,Brown
A755285,*Diesel,2016-08-01,2017-08-01 02:01:00,365.0,Dog,Public Assist,Sick,Male,True,Pit Bull Mix,Brown Brindle/White
A755286,Argos,2013-08-02,2017-08-01 07:13:00,1460.0,Dog,Stray,Normal,Male,True,Shiba Inu Mix,Tan
A729875,Luna,2016-08-01,2017-08-01 07:13:00,365.0,Dog,Stray,Normal,Female,True,Miniature Poodle Mix,White
A755288,,2015-08-02,2017-08-01 07:29:00,730.0,Cat,Stray,Injured,Male,True,Domestic Shorthair Mix,Orange Tabby/White
A755290,Sol,2017-07-02,2017-08-01 09:56:00,30.0,Dog,Stray,Normal,Female,True,American Bulldog/Boxer,Brown Brindle/White
A755291,,2017-05-03,2017-08-01 10:13:00,90.0,Dog,Stray,Normal,Male,True,Australian Shepherd Mix,Tricolor
A753390,L.D.,2015-08-02,2017-08-01 10:22:00,730.0,Dog,Stray,Injured,Male,True,Chihuahua Longhair/Dachshund Wirehair,Black
A755294,*Jacksparrow,2016-08-01,2017-08-01 10:41:00,365.0,Dog,Stray,Normal,Male,True,Beagle Mix,White/Tan
A755296,Raven,2016-08-01,2017-08-01 10:55:00,365.0,Dog,Stray,Normal,Female,True,Labrador Retriever Mix,Black/White
A755298,,2016-08-01,2017-08-01 11:01:00,365.0,Dog,Stray,Normal,Male,True,Miniature Poodle Mix,Black/White
A755300,Estrella,2017-01-03,2017-08-01 11:18:00,210.0,Dog,Owner Surrender,Normal,Female,True,Pekingese/Shih Tzu,White/Tricolor
A755305,Hope,2017-01-03,2017-08-01 11:18:00,210.0,Dog,Owner Surrender,Normal,Female,True,Pekingese/Shih Tzu,White/Tricolor
A755301,,2017-07-11,2017-08-01 11:33:00,21.0,Cat,Stray,Normal,Male,True,Domestic Shorthair Mix,Black
A755302,,2017-03-04,2017-08-01 11:33:00,150.0,Other,Wildlife,Normal,Unknown,,Bat,Brown
A755303,,2017-07-18,2017-08-01 11:33:00,14.0,Cat,Stray,Normal,Female,True,Domestic Shorthair Mix,Black
A755307,Sharcadia,2012-08-02,2017-08-01 11:54:00,1825.0,Dog,Stray,Normal,Female,False,German Shepherd,Black/Brown
A755310,Momma,2015-08-02,2017-08-01 12:07:00,730.0,Dog,Stray,Normal,Female,False,Pit Bull Mix,White/Tan
A755317,*Daisy,2015-08-02,2017-08-01 13:05:00,730.0,Cat,Stray,Normal,Female,False,Domestic Shorthair Mix,Brown Tabby/White
A755318,Exodia,2016-08-01,2017-08-01 13:15:00,365.0,Other,Owner Surrender,Normal,Male,True,Guinea Pig,Tan/White
A755223,Bear,2017-01-03,2017-08-01 13:22:00,210.0,Dog,Public Assist,Normal,Male,True,Pit Bull Mix,Tan
A736173,Nico,2015-08-02,2017-08-01 14:02:00,730.0,Dog,Stray,Normal,Male,True,Rottweiler,Black/Brown
A755319,,2017-04-03,2017-08-01 14:03:00,120.0,Dog,Stray,Normal,Male,True,Doberman Pinsch Mix,Black/Tan
A755320,Piggy,2015-08-02,2017-08-01 14:12:00,730.0,Dog,Stray,Normal,Female,True,Pit Bull Mix,White/Black
A755321,Amaya,2016-08-01,2017-08-01 14:23:00,365.0,Dog,Stray,Normal,Female,True,German Shepherd,Brown/Black
A755329,Bailey,2015-08-02,2017-08-01 15:29:00,730.0,Dog,Stray,Normal,Male,True,Australian Kelpie Mix,Brown/Black
A755326,*Lizzie,2016-11-04,2017-08-01 15:46:00,270.0,Cat,Stray,Normal,Female,True,Domestic Shorthair Mix,Brown Tabby/Orange
A755327,,2017-07-02,2017-08-01 16:19:00,30.0,Dog,Stray,Normal,Male,True,Labrador Retriever Mix,Black/White
A755328,Syphur,2017-06-02,2017-08-01 16:27:00,60.0,Dog,Stray,Normal,Male,True,Collie Smooth Mix,Tan/White
A755330,,2016-09-05,2017-08-01 17:40:00,330.0,Dog,Stray,Normal,Female,True,Chihuahua Shorthair Mix,Tan
A755331,,2016-11-04,2017-08-01 17:58:00,270.0,Dog,Stray,Normal,Male,True,Miniature Schnauzer Mix,Chocolate
A755332,,2017-05-03,2017-08-01 18:11:00,90.0,Dog,Stray,Normal,Female,True,German Shepherd,Black/Brown
A755277,*Kiki,2016-08-01,2017-08-01 18:31:00,365.0,Dog,Stray,Normal,Female,False,Anatol Shepherd Mix,Tan/Black
A755335,Yuki,2017-07-02,2017-08-01 18:34:00,30.0,Cat,Stray,Normal,Male,True,Domestic Shorthair Mix,Cream Tabby/White
A755334,,2017-07-02,2017-08-01 18:34:00,30.0,Cat,Stray,Normal,Male,True,Domestic Shorthair Mix,Cream Tabby/White
A755336,Kingsville,2009-08-03,2017-08-01 20:19:00,2920.0,Dog,Public Assist,Normal,Male,False,Australian Cattle Dog Mix,Blue Merle/Black
A755338,,2016-08-02,2017-08-02 09:22:00,365.0,Dog,Stray,Normal,Female,True,Boxer Mix,Tricolor
A755340,,2016-08-02,2017-08-02 10:54:00,365.0,Other,Wildlife,Sick,Unknown,,Opossum Mix,White
A755342,,2015-08-03,2017-08-02 11:04:00,730.0,Other,Wildlife,Normal,Unknown,,Bat Mix,Black
A755350,Wilbur,2011-08-04,2017-08-02 11:14:00,2190.0,Dog,Owner Surrender,Normal,Male,False,Boxer Mix,Chocolate/White
A755292,Desiree,2011-08-04,2017-08-02 11:14:00,2190.0,Dog,Owner Surrender,Normal,Female,False,Labrador Retriever Mix,Brown
A755355,,2017-07-12,2017-08-02 11:21:00,21.0,Cat,Stray,Normal,Female,True,Domestic Shorthair Mix,Brown Tabby
A755353,,2017-07-12,2017-08-02 11:21:00,21.0,Cat,Stray,Normal,Female,True,Domestic Shorthair Mix,Black
A755354,,2017-07-12,2017-08-02 11:21:00,21.0,Cat,Stray,Normal,Male,True,Domestic Shorthair Mix,Black
A755351,,2017-07-12,2017-08-02 11:21:00,21.0,Cat,Stray,Normal,Female,True,Domestic Shorthair Mix,Black
A755352,,2017-07-12,2017-08-02 11:21:00,21.0,Cat,Stray,Normal,Female,True,Domestic Shorthair Mix,Black
A755357,,2017-04-04,2017-08-02 11:37:00,120.0,Cat,Stray,Injured,Male,True,Domestic Shorthair Mix,Black
A755363,,2017-07-03,2017-08-02 12:11:00,30.0,Cat,Owner Surrender,Normal,Male,True,Domestic Shorthair Mix,Black
A755359,,2017-07-03,2017-08-02 12:11:00,30.0,Cat,Owner Surrender,Normal,Male,True,Domestic Shorthair Mix,Orange Tabby
A755360,,2017-07-03,2017-08-02 12:11:00,30.0,Cat,Owner Surrender,Normal,Male,True,Domestic Shorthair Mix,Orange Tabby
A755361,,2017-07-03,2017-08-02 12:11:00,30.0,Cat,Owner Surrender,Normal,Female,True,Domestic Shorthair Mix,Brown Tabby
A755362,,2017-07-03,2017-08-02 12:11:00,30.0,Cat,Owner Surrender,Normal,Female,True,Domestic Shorthair Mix,Brown Tabby
A755364,Dessa,2016-08-02,2017-08-02 12:30:00,365.0,Dog,Stray,Normal,Female,True,Jack Russell Terrier Mix,White/Brown
A755370,,2017-07-26,2017-08-02 12:37:00,7.0,Cat,Stray,Normal,Female,True,Domestic Shorthair Mix,Black Smoke
A755369,,2017-07-26,2017-08-02 12:37:00,7.0,Cat,Stray,Normal,Female,True,Domestic Shorthair Mix,Black Smoke
A755365,,2016-08-02,2017-08-02 12:37:00,365.0,Cat,Stray,Normal,Female,True,Domestic Shorthair Mix,Brown Tabby
A755367,,2017-07-26,2017-08-02 12:37:00,7.0,Cat,Stray,Normal,Female,True,Domestic Shorthair Mix,Blue Tabby
A755368,,2017-07-26,2017-08-02 12:37:00,7.0,Cat,Stray,Normal,Female,True,Domestic Shorthair Mix,Blue Tabby
A755366,,2017-03-05,2017-08-02 12:41:00,150.0,Dog,Owner Surrender,Normal,Male,True,Labrador Retriever Mix,White/Brown
A744583,*Emerson,2015-08-03,2017-08-02 12:42:00,730.0,Dog,Public Assist,Normal,Male,False,Pit Bull Mix,Brown Brindle/White
A755371,Hope,2002-08-06,2017-08-02 12:59:00,5475.0,Dog,Stray,Normal,Female,True,Chihuahua Shorthair Mix,Brown
A755373,,2017-06-03,2017-08-02 13:01:00,60.0,Dog,Stray,Normal,Male,True,Shih Tzu Mix,Tan/White
A755372,,2017-06-03,2017-08-02 13:01:00,60.0,Dog,Stray,Normal,Male,True,Shih Tzu Mix,White/Brown
A755377,,2017-07-19,2017-08-02 13:12:00,14.0,Cat,Stray,Normal,Unknown,,Domestic Shorthair Mix,White
A755376,,2017-07-19,2017-08-02 13:12:00,14.0,Cat,Stray,Normal,Unknown,,Domestic Shorthair Mix,Brown Tabby
A755375,,2017-07-19,2017-08-02 13:12:00,14.0,Cat,Stray,Normal,Unknown,,Domestic Shorthair Mix,Black
A755374,,2016-08-02,2017-08-02 13:12:00,365.0,Cat,Stray,Normal,Female,True,Domestic Shorthair Mix,Black
A559229,Duffy,2007-08-05,2017-08-02 13:24:00,3650.0,Dog,Stray,Normal,Male,False,Labrador Retriever/Rottweiler,Chocolate/Tan
A755381,Mason,2015-08-03,2017-08-02 14:07:00,730.0,Dog,Stray,Normal,Male,True,Jack Russell Terrier Mix,Tricolor
A755382,,2017-06-03,2017-08-02 14:15:00,60.0,Dog,Stray,Normal,Female,True,Labrador Retriever/Australian Cattle Dog,Tan/White
A755385,,2017-06-03,2017-08-02 14:15:00,60.0,Dog,Stray,Normal,Male,True,Labrador Retriever/Australian Cattle Dog,Brown/White
A755386,Bella,2015-08-03,2017-08-02 14:16:00,730.0,Dog,Stray,Normal,Female,True,Chihuahua Shorthair Mix,Tan
A755384,Snowball,2012-08-03,2017-08-02 14:16:00,1825.0,Dog,Stray,Normal,Male,False,Chihuahua Shorthair Mix,Tan
A755387,*Gimli,2017-01-04,2017-08-02 14:27:00,210.0,Dog,Stray,Normal,Male,True,Australian Kelpie Mix,Black
A755391,,2016-08-02,2017-08-02 14:41:00,365.0,Dog,Stray,Normal,Male,True,Bull Terrier Mix,White/Tan
A750085,Chloe,2017-05-04,2017-08-02 14:52:00,90.0,Dog,Stray,Sick,Female,True,Catahoula Mix,White/Brown
A755392,,2014-08-03,2017-08-02 15:15:00,1095.0,Other,Wildlife,Normal,Unknown,,Bat Mix,Brown
A755393,,2016-08-02,2017-08-02 15:16:00,365.0,Other,Wildlife,Injured,Unknown,,Skunk,Black/White
A755394,Jayda,2014-08-03,2017-08-02 15:39:00,1095.0,Dog,Stray,Normal,Female,True,Pit Bull Mix,Black/White
A755395,*Zoro,2015-08-03,2017-08-02 16:00:00,730.0,Dog,Stray,Normal,Male,True,Doberman Pinsch Mix,Black/Brown
A754534,Apollo,2017-04-04,2017-08-02 17:10:00,120.0,Dog,Owner Surrender,Normal,Male,False,Pit Bull Mix,Blue/White
A755325,Charlie,2009-08-04,2017-08-02 17:45:00,2920.0,Dog,Public Assist,Normal,Male,False,Labrador Retriever Mix,Black
A755390,Marley,2004-08-05,2017-08-02 18:07:00,4745.0,Dog,Owner Surrender,Normal,Male,False,Chow Chow Mix,Gold
A755403,,2017-01-04,2017-08-02 18:30:00,210.0,Dog,Stray,Normal,Male,True,Labrador Retriever/Australian Cattle Dog,White
A755402,,2017-01-04,2017-08-02 18:30:00,210.0,Dog,Stray,Normal,Female,True,Doberman Pinsch Mix,Brown
A755396,Chiquito,2015-08-03,2017-08-02 19:03:00,730.0,Dog,Public Assist,Normal,Male,True,Chihuahua Shorthair/Dachshund,Tan
A755406,*Eva,2008-08-04,2017-08-02 23:03:00,3285.0,Dog,Stray,Injured,Female,False,Miniature Schnauzer Mix,Black/Gray
A755410,*Judy,2017-04-05,2017-08-03 08:23:00,120.0,Cat,Stray,Normal,Female,True,Domestic Shorthair Mix,Blue/White
A755414,,2012-08-04,2017-08-03 11:02:00,1825.0,Cat,Stray,Normal,Male,True,Domestic Shorthair Mix,Cream/Orange
A755415,,2014-08-04,2017-08-03 11:03:00,1095.0,Dog,Stray,Normal,Male,True,German Shepherd Mix,Black/Brown
A755413,,2016-08-03,2017-08-03 11:03:00,365.0,Cat,Stray,Sick,Male,True,Domestic Shorthair Mix,Black/White
A755416,Moonshine,2014-08-04,2017-08-03 11:13:00,1095.0,Cat,Owner Surrender,Normal,Male,False,Domestic Longhair Mix,Black/White
A755417,*Lion,2017-07-06,2017-08-03 11:18:00,28.0,Cat,Stray,Normal,Female,True,Domestic Shorthair Mix,Torbie
A755420,*Emma,2008-08-05,2017-08-03 11:23:00,3285.0,Dog,Stray,Aged,Female,True,Australian Cattle Dog Mix,Black/Brown
A755419,*Mary,2008-08-05,2017-08-03 11:23:00,3285.0,Dog,Stray,Aged,Female,False,German Shepherd Mix,Black/Brown
A755418,Sonny,2013-08-04,2017-08-03 11:30:00,1460.0,Dog,Public Assist,Normal,Male,True,Bulldog,Brown/White
A748688,Muffins,2017-03-06,2017-08-03 11:32:00,150.0,Cat,Owner Surrender,Normal,Female,False,Domestic Shorthair Mix,Brown Tabby/White
A755421,,2017-01-05,2017-08-03 11:34:00,210.0,Dog,Stray,Normal,Male,True,Yorkshire Terrier Mix,Tan
A726758,Jade,2015-08-04,2017-08-03 12:00:00,730.0,Dog,Stray,Normal,Female,True,Pit Bull Mix,Tan
A754274,Lexi,2016-08-03,2017-08-03 12:04:00,365.0,Dog,Owner Surrender,Normal,Female,False,Rottweiler,Black/Brown
A755423,,2017-03-06,2017-08-03 12:09:00,150.0,Other,Wildlife,Injured,Unknown,,Skunk Mix,Black/White
A755428,,2017-07-28,2017-08-03 12:13:00,6.0,Cat,Stray,Normal,Unknown,,Domestic Shorthair Mix,Brown Tabby
A755427,,2017-07-28,2017-08-03 12:13:00,6.0,Cat,Stray,Normal,Unknown,,Domestic Shorthair Mix,Gray
A755426,,2017-07-28,2017-08-03 12:13:00,6.0,Cat,Stray,Normal,Unknown,,Domestic Shorthair Mix,Gray
A755425,,2017-07-28,2017-08-03 12:13:00,6.0,Cat,Stray,Normal,Unknown,,Domestic Shorthair Mix,Gray
A744439,Smokey,2016-08-03,2017-08-03 12:23:00,365.0,Dog,Stray,Normal,Male,True,Soft Coated Wheaten Terrier Mix,White/Gray
A755429,,2012-08-04,2017-08-03 12:44:00,1825.0,Dog,Stray,Normal,Female,True,Sussex Span Mix,Chocolate
A755430,*Blossom,2017-07-06,2017-08-03 13:06:00,28.0,Cat,Stray,Normal,Female,True,Domestic Shorthair Mix,Brown Tabby
A755431,*Buttercup,2017-07-06,2017-08-03 13:06:00,28.0,Cat,Stray,Normal,Female,True,Domestic Shorthair Mix,Brown Tabby
A755432,*Bubbles,2017-07-06,2017-08-03 13:06:00,28.0,Cat,Stray,Normal,Female,True,Domestic Shorthair Mix,Brown Tabby
A709847,Heya,2015-08-04,2017-08-03 13:16:00,730.0,Dog,Stray,Normal,Female,False,Boxer Mix,Brown/Brown
A755433,,2015-08-04,2017-08-03 13:35:00,730.0,Other,Wildlife,Injured,Unknown,,Squirrel Mix,Brown
A755434,,2010-08-05,2017-08-03 13:38:00,2555.0,Cat,Stray,Injured,Male,True,Domestic Shorthair Mix,Brown Tabby
A755435,Max,2016-08-03,2017-08-03 13:42:00,365.0,Dog,Stray,Normal,Male,True,Labrador Retriever Mix,Black
A755438,,2017-04-05,2017-08-03 13:42:00,120.0,Cat,Stray,Normal,Male,True,Domestic Shorthair Mix,Orange Tabby/White
A755439,*Jasper,2017-07-27,2017-08-03 14:13:00,7.0,Cat,Stray,Nursing,Male,True,Domestic Shorthair Mix,Brown Tabby/White
A755441,Rubio,2014-08-04,2017-08-03 14:46:00,1095.0,Cat,Owner Surrender,Normal,Male,False,Domestic Shorthair Mix,Brown/White
A755440,Christina,2017-05-05,2017-08-03 14:49:00,90.0,Dog,Stray,Normal,Female,True,Maltese Mix,White
A755442,Stitch,2017-07-04,2017-08-03 14:57:00,30.0,Dog,Stray,Normal,Male,True,Yorkshire Terrier Mix,Tan
A755448,*Jack,2017-07-04,2017-08-03 15:01:00,30.0,Cat,Stray,Normal,Male,True,Domestic Shorthair Mix,Black/White
A755447,*Mike,2017-07-04,2017-08-03 15:01:00,30.0,Cat,Stray,Normal,Male,True,Domestic Shorthair Mix,Black/White
A755446,*Pete,2017-07-04,2017-08-03 15:01:00,30.0,Cat,Stray,Normal,Male,True,Domestic Shorthair Mix,Black/White
A755443,,2015-08-04,2017-08-03 15:04:00,730.0,Other,Wildlife,Sick,Unknown,,Raccoon Mix,Black/White
A726075,Henry,2008-08-05,2017-08-03 15:11:00,3285.0,Dog,Stray,Normal,Male,False,Labrador Retriever,Chocolate
A755450,,2017-06-04,2017-08-03 15:15:00,60.0,Cat,Stray,Normal,Male,True,Domestic Shorthair Mix,Black/White
A755451,,2017-06-04,2017-08-03 15:15:00,60.0,Cat,Stray,Normal,Female,True,Domestic Shorthair Mix,Blue/White
A755453,Blue,2017-07-04,2017-08-03 15:15:00,30.0,Cat,Stray,Normal,Male,True,Domestic Shorthair Mix,Blue/White
A755454,,2017-07-04,2017-08-03 15:15:00,30.0,Cat,Stray,Normal,Male,True,Domestic Shorthair Mix,Blue
A755455,,2017-07-04,2017-08-03 15:15:00,30.0,Cat,Stray,Normal,Male,True,Domestic Shorthair Mix,Blue
A755445,Onyx,2007-08-06,2017-08-03 15:17:00,3650.0,Cat,Stray,Injured,Male,False,Domestic Shorthair Mix,Black
A755449,Jack,2012-08-04,2017-08-03 15:18:00,1825.0,Dog,Stray,Normal,Male,False,Irish Terrier Mix,Tan
A755457,*Sugar,2017-03-06,2017-08-03 15:37:00,150.0,Dog,Stray,Normal,Female,True,Anatol Shepherd Mix,Brown/White
A755458,Chiquis,2014-08-04,2017-08-03 15:40:00,1095.0,Dog,Owner Surrender,Normal,Female,True,Rat Terrier Mix,Tricolor
A755459,Lulu,2017-07-04,2017-08-03 15:40:00,30.0,Dog,Owner Surrender,Normal,Female,True,Chihuahua Shorthair Mix,Tan
A755456,Gorda,2014-08-04,2017-08-03 15:40:00,1095.0,Dog,Owner Surrender,Normal,Female,True,Rat Terrier Mix,Tricolor
A755461,*Rocky,2015-08-04,2017-08-03 15:56:00,730.0,Dog,Stray,Injured,Male,True,Rat Terrier Mix,Brown
A755463,*Dreama,2008-08-05,2017-08-03 16:23:00,3285.0,Dog,Stray,Aged,Female,False,Miniature Poodle Mix,Black
A755411,Mulder,2016-08-03,2017-08-03 16:45:00,365.0,Other,Stray,Normal,Male,True,Rabbit Sh Mix,Black
A755472,Kanga,2007-08-06,2017-08-03 16:55:00,3650.0,Dog,Owner Surrender,Normal,Female,True,Rat Terrier Mix,White/Black
A755467,Reese,2017-06-04,2017-08-03 16:58:00,60.0,Dog,Stray,Normal,Female,True,Rottweiler Mix,Black/Brown
A739871,Charlie,2016-08-03,2017-08-03 17:00:00,365.0,Dog,Owner Surrender,Normal,Male,False,German Shepherd Mix,Black/Brown
A755473,Dantae,2013-08-04,2017-08-03 17:03:00,1460.0,Dog,Owner Surrender,Normal,Male,False,German Shepherd Mix,Black/Tricolor
A755470,Duey,2016-08-03,2017-08-03 17:03:00,365.0,Dog,Owner Surrender,Normal,Male,False,Manchester Terrier Mix,Black/Brown
A559954,Ruby,2009-08-05,2017-08-03 17:03:00,2920.0,Dog,Owner Surrender,Normal,Female,False,Labrador Retriever Mix,Black
A755469,Casper,2017-04-05,2017-08-03 17:11:00,120.0,Cat,Stray,Sick,Male,True,Domestic Shorthair Mix,Flame Point/White
A739884,Beans,2015-08-04,2017-08-03 17:23:00,730.0,Dog,Stray,Normal,Male,True,Yorkshire Terrier Mix,Gold/Black
A755476,*Hardy,2017-07-04,2017-08-03 17:31:00,30.0,Cat,Stray,Normal,Male,True,Domestic Shorthair Mix,Orange Tabby
A755475,*Laurel,2017-07-04,2017-08-03 17:31:00,30.0,Cat,Stray,Normal,Male,True,Domestic Shorthair Mix,Orange Tabby
A755474,*Chelsea,2016-08-03,2017-08-03 17:32:00,365.0,Dog,Stray,Normal,Female,True,Labrador Retriever Mix,White/Tan
A615852,Ami,2011-08-05,2017-08-03 18:09:00,2190.0,Dog,Stray,Normal,Female,False,Pit Bull Mix,Tan/White
A744936,Tiny,2016-08-03,2017-08-03 18:24:00,365.0,Dog,Public Assist,Normal,Male,True,Chihuahua Shorthair Mix,Black/White
A694415,Jackson,2007-08-06,2017-08-03 18:38:00,3650.0,Cat,Public Assist,Normal,Male,False,Domestic Shorthair Mix,Orange Tabby
A755478,,2017-04-05,2017-08-03 18:39:00,120.0,Cat,Stray,Normal,Unknown,,Domestic Shorthair Mix,Orange Tabby/White
A755479,,2017-07-04,2017-08-03 18:39:00,30.0,Cat,Stray,Normal,Unknown,,Domestic Shorthair Mix,Orange Tabby/White
A755480,*Kacy,2016-08-03,2017-08-03 18:59:00,365.0,Dog,Stray,Normal,Female,True,Pit Bull Mix,Brown Brindle
A755488,,2017-07-04,2017-08-03 23:57:00,30.0,Cat,Stray,Normal,Unknown,,Domestic Shorthair Mix,Black/White
A755489,,2017-07-04,2017-08-03 23:57:00,30.0,Cat,Stray,Normal,Unknown,,Domestic Shorthair Mix,Black/White
A755487,,2017-07-04,2017-08-03 23:57:00,30.0,Cat,Stray,Normal,Unknown,,Domestic Shorthair Mix,Black/White
A755484,,2017-07-04,2017-08-03 23:57:00,30.0,Cat,Stray,Normal,Unknown,,Domestic Shorthair Mix,Brown Tabby
A755485,,2017-07-04,2017-08-03 23:57:00,30.0,Cat,Stray,Normal,Unknown,,Domestic Shorthair Mix,Brown Tabby/White
A755486,,2017-07-04,2017-08-03 23:57:00,30.0,Cat,Stray,Normal,Unknown,,Domestic Shorthair Mix,Brown Tabby/White
A755490,,2016-08-04,2017-08-04 01:12:00,365.0,Other,Wildlife,Normal,Unknown,,Bat,Brown
A755502,Molly,2007-08-07,2017-08-04 09:26:00,3650.0,Dog,Stray,Normal,Female,True,Labrador Retriever Mix,Black
A751885,*Tommy,2017-06-05,2017-08-04 10:55:00,60.0,Cat,Owner Surrender,Normal,Male,False,Domestic Shorthair Mix,Orange Tabby
A755503,,2017-04-06,2017-08-04 11:01:00,120.0,Cat,Stray,Normal,Female,True,Domestic Shorthair Mix,Tortie
A755504,,2016-10-08,2017-08-04 11:01:00,300.0,Cat,Stray,Normal,Female,True,Domestic Shorthair Mix,Tortie
A755505,,2017-05-06,2017-08-04 11:01:00,90.0,Cat,Stray,Normal,Female,True,Domestic Shorthair Mix,Orange Tabby
A755506,,2016-08-04,2017-08-04 11:22:00,365.0,Cat,Stray,Normal,Female,True,Domestic Shorthair Mix,Brown Tabby
A755510,,2017-07-07,2017-08-04 11:37:00,28.0,Cat,Stray,Normal,Male,True,Domestic Shorthair Mix,Brown Tabby/White
A755508,Elijah,2017-07-05,2017-08-04 11:39:00,30.0,Dog,Stray,Normal,Male,True,Labrador Retriever Mix,Tan/White
A755511,*Fresca,2014-08-05,2017-08-04 11:40:00,1095.0,Dog,Owner Surrender,Normal,Female,True,German Shepherd,Black/Tan
A755515,,2017-07-05,2017-08-04 12:03:00,30.0,Dog,Owner Surrender,Normal,Female,True,Chihuahua Shorthair Mix,Tan
A755516,,2017-07-05,2017-08-04 12:03:00,30.0,Dog,Owner Surrender,Normal,Female,True,Chihuahua Shorthair Mix,Tan/Black
A342659,Flynt,2004-08-07,2017-08-04 12:29:00,4745.0,Dog,Owner Surrender,Normal,Male,False,Catahoula Mix,Black/Brown
A755518,Daisy,2009-08-06,2017-08-04 12:46:00,2920.0,Dog,Stray,Normal,Female,True,Miniature Schnauzer Mix,Black/White
A755519,*Cosmo,2017-04-06,2017-08-04 12:48:00,120.0,Cat,Stray,Sick,Male,True,Domestic Shorthair Mix,White/Gray
A755520,*Penny,2017-07-05,2017-08-04 12:54:00,30.0,Dog,Stray,Normal,Female,True,Cardigan Welsh Corgi Mix,Brown
A755521,,2017-04-06,2017-08-04 13:03:00,120.0,Cat,Stray,Normal,Male,True,Domestic Shorthair Mix,Cream Tabby
A755522,*Earl,2017-07-05,2017-08-04 13:03:00,30.0,Cat,Stray,Normal,Male,True,Domestic Shorthair Mix,Black
A755523,*Jasmine,2017-07-05,2017-08-04 13:03:00,30.0,Cat,Stray,Normal,Female,True,Domestic Shorthair Mix,Blue
A753122,*Dutchess,2016-08-04,2017-08-04 13:11:00,365.0,Dog,Owner Surrender,Normal,Female,False,Pit Bull Mix,Tan/White
A755524,Rey,2017-03-07,2017-08-04 13:25:00,150.0,Cat,Stray,Normal,Female,True,Domestic Shorthair Mix,Brown Tabby
A755525,*Antonio,2015-08-05,2017-08-04 13:40:00,730.0,Dog,Stray,Normal,Male,True,Boxer Mix,Brown/Black
A755528,,2016-08-04,2017-08-04 13:48:00,365.0,Cat,Stray,Normal,Unknown,,Domestic Shorthair Mix,Black
A755529,*Spirit,2014-08-05,2017-08-04 13:48:00,1095.0,Cat,Stray,Normal,Female,True,Domestic Shorthair Mix,Blue Tabby
A755531,*Sunshine,2017-07-21,2017-08-04 13:48:00,14.0,Cat,Stray,Normal,Female,True,Domestic Shorthair Mix,Brown Tabby
A755526,*Chance,2017-01-06,2017-08-04 13:57:00,210.0,Dog,Stray,Normal,Male,True,Labrador Retriever Mix,White/Brown
A739302,Harley,2012-08-05,2017-08-04 14:04:00,1825.0,Dog,Public Assist,Normal,Male,True,Dachshund,Red
A755530,,2017-07-05,2017-08-04 14:10:00,30.0,Cat,Stray,Normal,Male,True,Domestic Shorthair Mix,Orange Tabby/White
A727786,Charlie,2016-08-04,2017-08-04 14:27:00,365.0,Dog,Stray,Normal,Female,False,Labrador Retriever Mix,Black/White
A755527,Duke,2016-08-04,2017-08-04 14:27:00,365.0,Dog,Stray,Normal,Male,True,Labrador Retriever Mix,Yellow
A755532,,2017-05-06,2017-08-04 14:33:00,90.0,Cat,Stray,Normal,Male,True,Domestic Shorthair Mix,Gray Tabby/White
A755536,,2017-07-30,2017-08-04 14:42:00,5.0,Cat,Stray,Normal,Unknown,,Domestic Shorthair Mix,Brown Tabby
A755537,,2017-07-07,2017-08-04 14:52:00,28.0,Cat,Stray,Normal,Unknown,,Domestic Shorthair Mix,Orange Tabby
A755540,Duke,2005-08-07,2017-08-04 14:55:00,4380.0,Dog,Stray,Normal,Male,False,Labrador Retriever Mix,Black/Gray
A755542,,2017-07-05,2017-08-04 15:51:00,30.0,Dog,Stray,Normal,Unknown,,Rat Terrier Mix,Black/Brown
A755544,Casper,2009-08-06,2017-08-04 15:52:00,2920.0,Dog,Owner Surrender,Normal,Male,False,Chihuahua Shorthair Mix,Tan/Cream
A755543,,2015-08-05,2017-08-04 16:03:00,730.0,Bird,Wildlife,Injured,Unknown,,Dove Mix,Gray
A755545,Bigby Wolf,2016-08-04,2017-08-04 16:04:00,365.0,Dog,Stray,Normal,Male,True,Siberian Husky Mix,Black/White
