external_id,name,date_of_birth,outcome_datetime,age_outcome_days,animal_type,outcome_type,outcome_subtype,sex,is_intact,breed,color
A705146,Major,2002-10-06,2015-10-03 11:48:00,4745.0,Dog,Stray,Normal,Male,False,Jack Russell Terrier Mix,White/Brown
A712614,Sophie,2015-05-06,2015-10-03 11:56:00,150.0,Cat,Owner Surrender,Normal,Female,True,Domestic Shorthair Mix,Blue Tabby/White
A713154,,2015-04-06,2015-10-03 12:04:00,180.0,Cat,Stray,Normal,Female,True,Domestic Medium Hair Mix,Brown Tabby
A713153,,2015-04-06,2015-10-03 12:04:00,180.0,Cat,Stray,Normal,Unknown,,Domestic Medium Hair Mix,Blue Tabby
A713150,,2015-04-06,2015-10-03 12:04:00,180.0,Cat,Stray,Normal,Unknown,,Domestic Medium Hair Mix,Blue/White
A713151,,2015-04-06,2015-10-03 12:04:00,180.0,Cat,Stray,Normal,Female,True,Domestic Medium Hair Mix,Black
A713155,*Clementine,2015-08-04,2015-10-03 12:14:00,60.0,Cat,Stray,Normal,Female,True,Domestic Shorthair Mix,Calico
A713158,Lucerito,2001-10-06,2015-10-03 12:18:00,5110.0,Dog,Euthanasia Request,Normal,Female,True,Chihuahua Shorthair Mix,White/Brown
A713156,,2015-07-05,2015-10-03 12:21:00,90.0,Cat,Stray,Normal,Male,True,Domestic Shorthair Mix,Orange Tabby/White
A713157,,2015-09-03,2015-10-03 12:22:00,30.0,Dog,Stray,Normal,Male,True,Pit Bull Mix,White/Black
A706612,Vivi,2015-05-06,2015-10-03 12:25:00,150.0,Dog,Owner Surrender,Normal,Female,False,Australian Shepherd Mix,Buff
A713159,,2014-10-03,2015-10-03 12:30:00,365.0,Cat,Stray,Normal,Female,True,Domestic Shorthair Mix,Calico
A713176,Ajax,2015-08-29,2015-10-03 12:39:00,35.0,Cat,Stray,Normal,Female,True,Domestic Longhair Mix,Blue
A713175,*Orion,2015-09-03,2015-10-03 12:39:00,30.0,Cat,Stray,Normal,Male,True,Domestic Shorthair Mix,Black
A713174,,2014-10-03,2015-10-03 12:39:00,365.0,Cat,Stray,Normal,Female,True,Domestic Shorthair Mix,Black
A713173,,2014-10-03,2015-10-03 12:39:00,365.0,Cat,Stray,Normal,Female,True,Domestic Longhair Mix,Tortie
A713161,Tila,2012-10-03,2015-10-03 12:39:00,1095.0,Dog,Stray,Normal,Female,False,Pit Bull Mix,Brown Brindle/White
A713163,*Peanut,2011-10-04,2015-10-03 12:45:00,1460.0,Cat,Stray,Normal,Male,True,Domestic Shorthair Mix,Blue Tabby
A713164,Bingo,2012-10-03,2015-10-03 12:52:00,1095.0,Dog,Stray,Normal,Male,False,American Bulldog Mix,White/Black
A713165,Reaver,2015-04-06,2015-10-03 13:03:00,180.0,Cat,Owner Surrender,Normal,Male,True,Domestic Shorthair Mix,Brown Tabby/White
A713166,*Matty,2015-09-26,2015-10-03 13:03:00,7.0,Cat,Stray,Normal,Male,True,Domestic Shorthair Mix,Brown Tabby/White
A713167,*Markie,2015-09-26,2015-10-03 13:03:00,7.0,Cat,Stray,Normal,Male,True,Domestic Shorthair Mix,Brown Tabby/White
A713168,*Skittles,2015-09-26,2015-10-03 13:03:00,7.0,Cat,Stray,Normal,Male,True,Domestic Shorthair Mix,White/Blue
A713169,Taylor,2013-10-03,2015-10-03 13:12:00,730.0,Dog,Stray,Normal,Female,True,Labrador Retriever Mix,Brown/Tan
A713170,Lucky,2009-10-04,2015-10-03 13:30:00,2190.0,Dog,Stray,Normal,Male,False,Bichon Frise Mix,White
A713171,*Bruce,2014-10-03,2015-10-03 13:37:00,365.0,Dog,Stray,Normal,Male,True,Queensland Heeler Mix,Tricolor
A713178,Nugget,2013-10-03,2015-10-03 13:48:00,730.0,Dog,Stray,Normal,Female,True,Boxer Mix,Red
A713180,Theodore,2014-10-03,2015-10-03 14:05:00,365.0,Cat,Owner Surrender,Normal,Male,False,Domestic Shorthair Mix,Black/White
A713181,Alvin,2014-10-03,2015-10-03 14:05:00,365.0,Cat,Owner Surrender,Normal,Male,False,Domestic Shorthair Mix,Black
A713179,Toby,2013-10-03,2015-10-03 14:10:00,730.0,Dog,Stray,Normal,Male,False,Chihuahua Shorthair Mix,White/Tan
A619829,Pink,2009-10-04,2015-10-03 14:28:00,2190.0,Dog,Stray,Normal,Female,False,Jack Russell Terrier Mix,Brown/White
A713182,Sugar,2003-10-06,2015-10-03 14:35:00,4380.0,Dog,Stray,Sick,Female,False,Labrador Retriever Mix,Tan
A712205,Brodie,2013-10-03,2015-10-03 14:35:00,730.0,Dog,Owner Surrender,Normal,Male,False,Labrador Retriever Mix,Yellow
A713191,Chiquita,2015-05-06,2015-10-03 14:47:00,150.0,Dog,Owner Surrender,Normal,Female,True,Chihuahua Shorthair Mix,Black
A713190,Coca,2014-10-03,2015-10-03 14:47:00,365.0,Dog,Owner Surrender,Normal,Female,True,Chihuahua Longhair Mix,White/Black
A713189,Pitufa,2014-10-03,2015-10-03 14:47:00,365.0,Dog,Owner Surrender,Normal,Female,True,Chihuahua Longhair Mix,Black/White
A698216,Pippa,2014-10-03,2015-10-03 15:06:00,365.0,Cat,Owner Surrender,Normal,Female,False,Siamese Mix,Lynx Point
A713184,,2013-10-03,2015-10-03 15:13:00,730.0,Cat,Stray,Injured,Unknown,,Domestic Shorthair Mix,Black
A713186,*Maverick,2013-10-03,2015-10-03 15:20:00,730.0,Dog,Stray,Normal,Male,True,Catahoula Mix,Tricolor
A713188,Emmit,2010-10-04,2015-10-03 15:48:00,1825.0,Dog,Owner Surrender,Normal,Male,False,Labrador Retriever Mix,Black/White
A713192,*Renji,2015-09-12,2015-10-03 16:10:00,21.0,Cat,Stray,Nursing,Male,True,Domestic Shorthair Mix,Brown Tabby
A713193,*Sebastian,2015-09-12,2015-10-03 16:10:00,21.0,Cat,Stray,Nursing,Male,True,Domestic Shorthair Mix,Black/White
A713194,*Ichigo,2015-09-12,2015-10-03 16:10:00,21.0,Cat,Stray,Nursing,Male,True,Domestic Shorthair Mix,Orange Tabby
